CustomerID,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,CLTV,Tenure Group,Actual Churn,Churn Probability,Predicted Churn,Churn Probability %,Risk Level,Recommended Action
5339-PXDVH,Male,No,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,90.65,367.95,3559,0-12 Months,0,0.8272594995140219,1,82.73,High Risk,Contract upgrade + Tech Support
2386-LAHRK,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.5,53.5,5094,0-12 Months,1,0.753935562091473,1,75.39,High Risk,Contract upgrade + Security offer
5062-CJJKH,Male,No,Yes,Yes,25,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,53.65,1355.45,5854,25-48 Months,0,0.06708148710122706,0,6.71,Low Risk,Monitor
8930-XOTDP,Female,No,Yes,Yes,18,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.95,1082.8,2035,13-24 Months,0,0.2161286125965086,0,21.61,Low Risk,Monitor
4779-ZGICK,Male,No,Yes,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.55,1173.35,5019,25-48 Months,0,0.00880046316639592,0,0.88,Low Risk,Monitor
9534-NSXEM,Male,No,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.65,595.5,2194,25-48 Months,0,0.13320894222852098,0,13.32,Low Risk,Monitor
3716-BDVDB,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.1,69.1,5795,0-12 Months,1,0.8776228799018009,1,87.76,High Risk,Contract upgrade + Security offer
9842-EFSYY,Female,No,No,Yes,4,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,57.2,223.75,2421,0-12 Months,0,0.37694662416588565,0,37.69,Low Risk,Monitor
9122-UMROB,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,20.3,4270,0-12 Months,0,0.44662854528256773,0,44.66,Medium Risk,Monitor
1867-BDVFH,Male,No,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,834.2,5075,0-12 Months,1,0.8964752985715908,1,89.65,High Risk,Contract upgrade + Security offer
5949-EBSQK,Male,No,Yes,Yes,4,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),61.45,229.55,2131,0-12 Months,1,0.24104422888564137,0,24.1,Low Risk,Monitor
4160-AMJTL,Female,Yes,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.65,164.3,5432,0-12 Months,1,0.4676657558010202,0,46.77,Medium Risk,Monitor
8622-ZLFKO,Female,No,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.75,512.25,4297,0-12 Months,0,0.9130074592215686,1,91.3,High Risk,Contract upgrade + Security offer
2990-IAJSV,Male,No,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.0,6632.75,4200,49+ Months,0,0.03799366948362126,0,3.8,Low Risk,Monitor
6064-ZATLR,Female,No,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),52.85,1498.65,2842,25-48 Months,0,0.08354305493955802,0,8.35,Low Risk,Monitor
7409-KIUTL,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,71.0,5345,0-12 Months,1,0.8731849604820795,1,87.32,High Risk,Contract upgrade + Security offer
5505-OVWQW,Female,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,353.65,4650,13-24 Months,0,0.1507471380214356,0,15.07,Low Risk,Monitor
3948-KXDUF,Male,No,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),68.75,4447.55,5454,49+ Months,0,0.02261546138650361,0,2.26,Low Risk,Monitor
9814-AOUDH,Male,No,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,1050.5,5625,49+ Months,0,0.01898584471698988,0,1.9,Low Risk,Monitor
7398-LXGYX,Male,No,Yes,No,44,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.8,3626.35,2770,25-48 Months,0,0.5595729970181342,0,55.96,Medium Risk,Monitor
5266-PFRQK,Male,No,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.85,1071.6,4886,49+ Months,0,0.01279384573887956,0,1.28,Low Risk,Monitor
1568-BEKZM,Male,Yes,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.05,6333.4,4666,49+ Months,0,0.05417992369405578,0,5.42,Low Risk,Monitor
2692-PFYTJ,Female,No,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.75,25.75,2569,0-12 Months,0,0.5719009411752135,0,57.19,Medium Risk,Monitor
2533-QVMSK,Male,No,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,94.1,5638.3,6295,49+ Months,1,0.2873787917939072,0,28.74,Low Risk,Monitor
5828-AVIPD,Male,No,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.95,1875.55,4072,13-24 Months,1,0.775598266990775,1,77.56,High Risk,Promote Online Security
2907-ILJBN,Female,No,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,4047,0-12 Months,0,0.2309859944768447,0,23.1,Low Risk,Monitor
5226-NOZFC,Male,No,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.75,2146.5,3178,25-48 Months,0,0.7654550980831768,1,76.55,High Risk,Contract upgrade + Security offer
7114-AEOZE,Female,No,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1128.1,6213,49+ Months,0,0.013644055599277649,0,1.36,Low Risk,Monitor
2202-CUYXZ,Male,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,84.85,3086,0-12 Months,1,0.886027430727356,1,88.6,High Risk,Contract upgrade + Security offer
3466-RITXD,Male,No,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),92.4,2349.8,5461,25-48 Months,0,0.6871729347754448,1,68.72,High Risk,Contract upgrade + Tech Support
7278-CKDNC,Male,Yes,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.5,2088.45,4422,13-24 Months,0,0.7972306624139077,1,79.72,High Risk,Contract upgrade + Security offer
1956-YIFGE,Male,No,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,100.05,2090.25,3274,13-24 Months,0,0.27770622273755025,0,27.77,Low Risk,Monitor
0422-UXFAP,Female,No,Yes,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,98.85,4947.55,6034,49+ Months,0,0.6640879749905797,1,66.41,High Risk,Promote Online Security
3733-UOCWF,Male,Yes,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),85.55,5251.75,4845,49+ Months,0,0.26871789278966735,0,26.87,Low Risk,Monitor
7191-ADRGF,Male,No,Yes,No,44,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),54.3,2390.45,3222,25-48 Months,0,0.19123160190173003,0,19.12,Low Risk,Monitor
5709-LVOEQ,Female,No,Yes,No,0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,80.85,0.0,2048,0-12 Months,0,0.312749685428357,0,31.27,Low Risk,Monitor
6034-YMTOB,Female,No,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,75.65,399.45,2296,0-12 Months,0,0.7333660617728065,1,73.34,High Risk,Contract upgrade + Security offer
6372-RFVNS,Female,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.8,78.8,5075,0-12 Months,1,0.8913068867126883,1,89.13,High Risk,Contract upgrade + Security offer
9052-DHNKM,Male,No,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,61.55,1581.95,5156,25-48 Months,0,0.2571787596078741,0,25.72,Low Risk,Monitor
5609-IMCGG,Female,No,No,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.35,1302.65,3314,13-24 Months,0,0.7040045378592437,1,70.4,High Risk,Contract upgrade + Tech Support
2959-MJHIC,Male,No,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.35,307.4,4167,0-12 Months,1,0.9094170040312106,1,90.94,High Risk,Contract upgrade + Security offer
1319-YLZJG,Male,No,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.6,959.9,2499,0-12 Months,0,0.7743312734969156,1,77.43,High Risk,Contract upgrade + Tech Support
7623-TRNQN,Male,No,No,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.9,49.9,3113,0-12 Months,1,0.24325302740033514,0,24.33,Low Risk,Monitor
0377-JBKKT,Male,No,Yes,Yes,22,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,57.95,1271.8,5036,13-24 Months,0,0.11099853032082455,0,11.1,Low Risk,Monitor
1936-CZAKF,Male,No,Yes,No,49,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),49.65,2409.9,4283,49+ Months,0,0.16582779497393813,0,16.58,Low Risk,Monitor
5063-IUOKK,Male,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,265.75,2016,13-24 Months,0,0.10089645854199596,0,10.09,Low Risk,Monitor
8646-JCOMS,Female,No,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),90.55,6130.95,4958,49+ Months,0,0.23674195876466905,0,23.67,Low Risk,Monitor
0979-MOZQI,Male,No,Yes,No,62,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),39.0,2337.45,4987,49+ Months,0,0.08709171236607062,0,8.71,Low Risk,Monitor
1525-LNLOJ,Male,No,Yes,No,66,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),63.3,4189.7,4186,49+ Months,0,0.10453680710770157,0,10.45,Low Risk,Monitor
5759-RCVCB,Female,No,No,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),35.2,108.95,5450,0-12 Months,1,0.7620446516325592,1,76.2,High Risk,Contract upgrade + Security offer
9968-FFVVH,Male,No,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),68.8,4111.35,5082,49+ Months,0,0.04382302806684953,0,4.38,Low Risk,Monitor
2266-FUBDZ,Male,No,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,278.85,2742,13-24 Months,0,0.026247073063356448,0,2.62,Low Risk,Monitor
4760-THGOT,Female,No,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.1,4107.3,4392,25-48 Months,0,0.7239323505136133,1,72.39,High Risk,Contract upgrade + Tech Support
2307-FYNNL,Male,Yes,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.05,7108.2,5692,49+ Months,0,0.24445317943336065,0,24.45,Low Risk,Monitor
1143-NMNQJ,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.7,169.8,2187,0-12 Months,1,0.908672917684604,1,90.87,High Risk,Contract upgrade + Security offer
1629-DQQVB,Female,No,No,No,14,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.1,709.5,2331,13-24 Months,0,0.3935870480258647,0,39.36,Low Risk,Monitor
3766-EJLFL,Female,No,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.05,7508.55,6391,49+ Months,0,0.04856008170125044,0,4.86,Low Risk,Monitor
8457-XIGKN,Male,No,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.6,356.15,5909,13-24 Months,0,0.320119892860096,0,32.01,Low Risk,Monitor
4981-FLTMF,Female,No,Yes,Yes,57,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),65.2,3687.85,4491,49+ Months,0,0.030916281132526122,0,3.09,Low Risk,Monitor
7606-BPHHN,Male,No,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.8,1468.75,5368,49+ Months,0,0.011255458469779182,0,1.13,Low Risk,Monitor
7005-CCBKV,Male,No,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.4,556.35,4539,0-12 Months,1,0.8683282665239606,1,86.83,High Risk,Contract upgrade + Security offer
4648-YPBTM,Male,No,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,5644,49+ Months,0,0.09125505853437203,0,9.13,Low Risk,Monitor
2325-ZUSFD,Female,No,Yes,No,57,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),70.1,3913.3,4669,49+ Months,1,0.17510946728790608,0,17.51,Low Risk,Monitor
1240-KNSEZ,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.1,20.1,4933,0-12 Months,1,0.5300922681899001,0,53.01,Medium Risk,Monitor
0430-IHCDJ,Male,No,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.0,749.25,2597,13-24 Months,0,0.7177869510138811,1,71.78,High Risk,Contract upgrade + Security offer
7957-RYHQD,Female,Yes,No,No,40,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.2,3233.85,3207,25-48 Months,1,0.4407355647838399,0,44.07,Medium Risk,Monitor
6164-HAQTX,Male,No,No,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),53.95,3888.65,4094,49+ Months,0,0.024999595263198473,0,2.5,Low Risk,Monitor
0749-IRGQE,Female,Yes,Yes,No,13,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,45.3,528.45,4118,13-24 Months,0,0.8425482214968766,1,84.25,High Risk,Contract upgrade + Security offer
1227-UDMZR,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.15,6637.9,4311,49+ Months,0,0.06643940087085531,0,6.64,Low Risk,Monitor
5473-KHBPS,Female,No,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),95.7,4976.15,4415,49+ Months,0,0.13797085908881299,0,13.8,Low Risk,Monitor
5297-MDOIR,Female,No,Yes,No,63,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),81.15,5224.5,5294,49+ Months,0,0.20047337166567605,0,20.05,Low Risk,Monitor
8873-TMKGR,Male,No,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.1,529.5,5880,25-48 Months,0,0.09896087337766137,0,9.9,Low Risk,Monitor
6481-ESCNL,Female,No,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),100.55,2878.75,4847,25-48 Months,0,0.7410066636874802,1,74.1,High Risk,Contract upgrade + Security offer
0463-WZZKO,Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.75,67.1,2406,0-12 Months,0,0.48192079318164754,0,48.19,Medium Risk,Monitor
1038-RQOST,Male,No,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,414.95,2276,13-24 Months,0,0.08274723006050273,0,8.27,Low Risk,Monitor
4937-QPZPO,Male,No,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.9,6241.35,5641,49+ Months,0,0.23927851548167714,0,23.93,Low Risk,Monitor
3604-WLABM,Female,No,No,No,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,54.25,583.0,2253,0-12 Months,0,0.5293922702916561,0,52.94,Medium Risk,Monitor
1360-XFJMR,Female,No,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),109.7,7344.45,4017,49+ Months,0,0.3695054968725764,0,36.95,Low Risk,Monitor
8717-VCTXJ,Male,No,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.55,839.4,5293,25-48 Months,0,0.07737825897359824,0,7.74,Low Risk,Monitor
5196-SGOAK,Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.7,75.7,4884,0-12 Months,1,0.852637974354594,1,85.26,High Risk,Contract upgrade + Security offer
8739-XNIKG,Female,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.0,424.75,4456,0-12 Months,0,0.9055134394897002,1,90.55,High Risk,Contract upgrade + Security offer
2320-TZRRH,Female,No,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,403.15,4700,13-24 Months,0,0.13562389953218404,0,13.56,Low Risk,Monitor
5186-SAMNZ,Male,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.5,69.5,3273,0-12 Months,1,0.8247452648194569,1,82.47,High Risk,Contract upgrade + Security offer
5760-FXFVO,Male,No,No,No,6,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,494.95,4093,0-12 Months,0,0.77792879402561,1,77.79,High Risk,Contract upgrade + Tech Support
5380-WJKOV,Male,No,No,Yes,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,3549.25,2941,25-48 Months,1,0.46656037862967975,0,46.66,Medium Risk,Monitor
4703-MQYKT,Male,No,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,390.4,4562,13-24 Months,0,0.07586133905133736,0,7.59,Low Risk,Monitor
2001-MCUUW,Male,No,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,108.65,4903.2,4210,25-48 Months,0,0.31016586521533707,0,31.02,Low Risk,Monitor
4947-DSMXK,Male,No,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.7,3410.0,5789,25-48 Months,0,0.4762413249596685,0,47.62,Medium Risk,Monitor
0076-LVEPS,Male,No,No,Yes,29,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,45.0,1242.45,3290,25-48 Months,0,0.09120392334855346,0,9.12,Low Risk,Monitor
5566-SOEZD,Male,No,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),80.65,2209.75,5856,25-48 Months,0,0.1254112006232159,0,12.54,Low Risk,Monitor
7408-OFWXJ,Female,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.8,6510.45,5762,49+ Months,0,0.04983579347596014,0,4.98,Low Risk,Monitor
1097-FSPVW,Female,No,No,No,42,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),54.55,2455.05,5387,25-48 Months,0,0.1932884085548531,0,19.33,Low Risk,Monitor
4412-YLTKF,Female,Yes,No,Yes,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,4638,25-48 Months,1,0.42632591039556106,0,42.63,Medium Risk,Monitor
0420-TXVSG,Male,No,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),66.1,4428.45,5933,49+ Months,0,0.0538940675873016,0,5.39,Low Risk,Monitor
7817-BOQPW,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,166.3,4320,0-12 Months,1,0.8921526848574332,1,89.22,High Risk,Contract upgrade + Security offer
0963-ZBDRN,Male,No,No,No,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.2,3183.4,3606,25-48 Months,1,0.756494902089327,1,75.65,High Risk,Contract upgrade + Security offer
9685-WKZGT,Male,Yes,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1036.75,2075,13-24 Months,1,0.8503515650108993,1,85.04,High Risk,Contract upgrade + Security offer
2139-FQHLM,Male,No,No,No,19,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,89.95,1682.4,3402,13-24 Months,0,0.6203222267425011,1,62.03,High Risk,Contract upgrade + Security offer
5825-XJOCM,Male,No,No,Yes,48,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),64.4,3035.35,2545,25-48 Months,0,0.02654070582115876,0,2.65,Low Risk,Monitor
0004-TLHLJ,Male,No,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.9,280.85,4479,0-12 Months,1,0.8561376162854759,1,85.61,High Risk,Contract upgrade + Security offer
